alpha,Lambda,sigma,Kappa,Kappa_,A,B,m1,m2,E0,E1,E2,E3
1.0,0.2,1.0,0.6,1.9,1.6,0.22,6.0,2.0,7.016159762713978,7.6461642339156155,8.05751869449574,8.404039639836233
1.0,0.2,1.0,0.6,1.9,1.6,0.24,6.0,2.0,7.01674865067438,7.646339158081034,8.057631226519,8.404120370065867
1.0,0.2,1.0,0.6,1.9,1.65,0.2,6.0,2.0,7.014812323642692,7.645783031078662,8.057270359510136,8.403860159421757
1.0,0.2,1.0,0.6,1.9,1.65,0.22,6.0,2.0,7.015362273794438,7.645935432531905,8.05737026175518,8.403932588239659
1.0,0.2,1.0,0.6,1.9,1.65,0.24,6.0,2.0,7.015928465093237,7.64609691838591,8.057475189342291,8.40400833167737
1.0,0.2,1.0,0.6,1.9,1.7,0.2,6.0,2.0,7.014091128058554,7.6455897377754445,8.057142110032753,8.403766729986678
1.0,0.2,1.0,0.6,1.9,1.7,0.22,6.0,2.0,7.014619031338085,7.645730499548507,8.057235690829462,8.4038349528471
1.0,0.2,1.0,0.6,1.9,1.7,0.24,6.0,2.0,7.0151631566861825,7.645879748974778,8.05733386909801,8.403906239288562
0.6,0.1,-3.0,0.4,1.8,1.6,0.2,6.0,3.0,8.369020133371578,8.757032103564992,8.99750953251204,9.194567605582442
0.6,0.1,-3.0,0.4,1.8,1.6,0.22,6.0,3.0,8.367729995902566,8.756634577895205,8.997254752461876,9.194352748873595
0.6,0.1,-3.0,0.4,1.8,1.6,0.24,6.0,3.0,8.366391872482883,8.756212917574064,8.9969837232233,9.19412475146578
0.6,0.1,-3.0,0.4,1.8,1.65,0.2,6.0,3.0,8.370396949098309,8.757445903745323,8.99777434302808,9.194791662250326
0.6,0.1,-3.0,0.4,1.8,1.65,0.22,6.0,3.0,8.369158973903517,8.757074331514913,8.997536567830553,9.194590442104449
0.6,0.1,-3.0,0.4,1.8,1.65,0.24,6.0,3.0,8.367874050400623,8.756679414971119,8.997283519529837,9.19437697919241
0.6,0.1,-3.0,0.4,1.8,1.7,0.2,6.0,3.0,8.371678460972669,8.757820771033611,8.998014305831392,9.19499552953786
0.6,0.1,-3.0,0.4,1.8,1.7,0.22,6.0,3.0,8.370490011382461,8.75747346762068,8.99779197931223,9.194806616411684
0.6,0.1,-3.0,0.4,1.8,1.7,0.24,6.0,3.0,8.369255599932586,8.757103655094388,8.997555339109267,9.194606302784328
0.6,0.1,-3.0,0.4,1.85,1.6,0.2,6.0,3.0,8.368307312754084,8.756843162986453,8.997383647025124,9.194459546159646
0.6,0.1,-3.0,0.4,1.85,1.6,0.22,6.0,3.0,8.366978725408682,8.756435045646683,8.997122056114286,9.194238975913299
0.6,0.1,-3.0,0.4,1.85,1.6,0.24,6.0,3.0,8.365600458690647,8.756002155083502,8.996843798615508,9.194004936625884
0.6,0.1,-3.0,0.4,1.85,1.65,0.2,6.0,3.0,8.36972489746454,8.757267996691361,8.99765555521761,9.194689582563932
0.6,0.1,-3.0,0.4,1.85,1.65,0.22,6.0,3.0,8.368450276685614,8.756886516443993,8.99741140605576,9.194482991131903
0.6,0.1,-3.0,0.4,1.85,1.65,0.24,6.0,3.0,8.367127085336731,8.756481077090974,8.997151591377632,9.194263849586799
0.6,0.1,-3.0,0.4,1.85,1.7,0.2,6.0,3.0,8.371044121298514,8.757652870384854,8.997901968136658,9.194898910565332
0.6,0.1,-3.0,0.4,1.85,1.7,0.22,6.0,3.0,8.369820705863324,8.757296295930885,8.99767366493818,9.194704936633128
0.6,0.1,-3.0,0.4,1.85,1.7,0.24,6.0,3.0,8.368549770761337,8.75691662164231,8.997430679943212,9.19449927453471
0.6,0.1,-3.0,0.4,1.9,1.6,0.2,6.0,3.0,8.367593611690909,8.756654379578919,8.997257838615399,9.194351572204576
0.6,0.1,-3.0,0.4,1.9,1.6,0.22,6.0,3.0,8.36622643514479,8.756235695167726,8.996989450885302,9.19412530160614
0.6,0.1,-3.0,0.4,1.9,1.6,0.24,6.0,3.0,8.364807866357253,8.7557916009732,8.99670398102731,9.19388523552723
0.6,0.1,-3.0,0.4,1.9,1.65,0.2,6.0,3.0,8.36905209981733,8.757090221880574,8.997536830926247,9.19458757571127
0.6,0.1,-3.0,0.4,1.9,1.65,0.22,6.0,3.0,8.367740713234797,8.756698855965425,8.997286319923608,9.194375624287074
0.6,0.1,-3.0,0.4,1.9,1.65,0.24,6.0,3.0,8.366379116718573,8.756282918179274,8.997019752713104,9.194150817097896
0.6,0.1,-3.0,0.4,1.9,1.7,0.2,6.0,3.0,8.37040914810647,8.757485080163415,8.997789682679805,9.194802353950676
0.6,0.1,-3.0,0.4,1.9,1.7,0.22,6.0,3.0,8.369150662902952,8.757119254853118,8.997555413220573,9.194603328887831
0.6,0.1,-3.0,0.4,1.9,1.7,0.24,6.0,3.0,8.367843085160539,8.756729740996226,8.99730609543056,9.194392329486911
0.6,0.1,-3.0,0.5,1.8,1.6,0.2,6.0,3.0,8.2532800685069,8.70366105685523,8.957840849295257,9.160377058827969
0.6,0.1,-3.0,0.5,1.8,1.6,0.22,6.0,3.0,8.25167551909747,8.703280923988755,8.957602052660214,9.160185922969903
0.6,0.1,-3.0,0.5,1.8,1.6,0.24,6.0,3.0,8.250002959170258,8.702874946995284,8.95734765990669,9.15998324468329
0.6,0.1,-3.0,0.5,1.8,1.65,0.2,6.0,3.0,8.254983366449004,8.704054009657714,8.958088859247493,9.16057663928342
0.6,0.1,-3.0,0.5,1.8,1.65,0.22,6.0,3.0,8.253452262015408,8.703701286203177,8.957866175054727,9.160397386477383
0.6,0.1,-3.0,0.5,1.8,1.65,0.24,6.0,3.0,8.251855077099767,8.703323927100278,8.95762902912074,9.16020746944219
0.6,0.1,-3.0,0.5,1.8,1.7,0.2,6.0,3.0,8.256560015519222,8.704407557175456,8.958313608253661,9.160758572553192
0.6,0.1,-3.0,0.5,1.8,1.7,0.22,6.0,3.0,8.255098149597272,8.70408008469386,8.958105374687282,9.160589972331918
0.6,0.1,-3.0,0.5,1.8,1.7,0.24,6.0,3.0,8.253572043788218,8.703729204753943,8.957883758242385,9.160411506346277
0.6,0.1,-3.0,0.5,1.85,1.6,0.2,6.0,3.0,8.252462305228706,8.703474773108058,8.957718151994445,9.160277774216498
0.6,0.1,-3.0,0.5,1.85,1.6,0.22,6.0,3.0,8.250810701250288,8.703084574599263,8.957472970692663,9.160081530699964
0.6,0.1,-3.0,0.5,1.85,1.6,0.24,6.0,3.0,8.249088826655768,8.702667868098382,8.957211799548434,9.159873457136367
0.6,0.1,-3.0,0.5,1.85,1.65,0.2,6.0,3.0,8.25421529124735,8.703878154548894,8.957972817098966,9.160482708668148
0.6,0.1,-3.0,0.5,1.85,1.65,0.22,6.0,3.0,8.252639534007601,8.703516068937379,8.957744156194165,9.16029864621147
0.6,0.1,-3.0,0.5,1.85,1.65,0.24,6.0,3.0,8.250995537143439,8.703128715403276,8.957500667326515,9.16010365198963
0.6,0.1,-3.0,0.5,1.85,1.7,0.2,6.0,3.0,8.25583770300185,8.704241109244954,8.958203619702472,9.160669540965179
0.6,0.1,-3.0,0.5,1.85,1.7,0.22,6.0,3.0,8.25433341337605,8.703904922551265,8.95798977663279,9.16049640014865
0.6,0.1,-3.0,0.5,1.85,1.7,0.24,6.0,3.0,8.252762816806737,8.703544727759162,8.957762210561642,9.160313144320002
0.6,0.1,-3.0,0.5,1.9,1.6,0.2,6.0,3.0,8.251643763173707,8.703288614408663,8.95759551560485,9.160178552757941
0.6,0.1,-3.0,0.5,1.9,1.6,0.22,6.0,3.0,8.24994497343738,8.702888376196134,8.95734396245906,9.159977211887337
0.6,0.1,-3.0,0.5,1.9,1.6,0.24,6.0,3.0,8.248173633333492,8.702460969112092,8.957076027815933,9.159763755031218
0.6,0.1,-3.0,0.5,1.9,1.65,0.2,6.0,3.0,8.253446562643715,8.703702399027295,8.957856823812179,9.160388831486832
0.6,0.1,-3.0,0.5,1.9,1.65,0.22,6.0,3.0,8.251826040537424,8.703330974046171,8.957622196953826,9.160199968059578
0.6,0.1,-3.0,0.5,1.9,1.65,0.24,6.0,3.0,8.250135102550042,8.702933651699617,8.957372377760288,9.159999906786027
0.6,0.1,-3.0,0.5,1.9,1.7,0.2,6.0,3.0,8.255114840939095,8.704074739354187,8.958093670275224,9.160580554885525
0.6,0.1,-3.0,0.5,1.9,1.7,0.22,6.0,3.0,8.253568031702832,8.70372985836033,8.957874226685481,9.1604028807889
0.6,0.1,-3.0,0.5,1.9,1.7,0.24,6.0,3.0,8.251952833538773,8.703360371292383,8.957640721612648,9.160214843692193
0.6,0.1,-3.0,0.6,1.8,1.6,0.2,6.0,3.0,8.122308750143748,8.64795957240419,8.917345418942812,9.126842516726956
0.6,0.1,-3.0,0.6,1.8,1.6,0.22,6.0,3.0,8.120384219097769,8.64760542722217,8.917123861219647,9.126670798646291
0.6,0.1,-3.0,0.6,1.8,1.6,0.24,6.0,3.0,8.118369402596874,8.647225026827927,8.91688803609194,9.1264891127749
0.6,0.1,-3.0,0.6,1.8,1.65,0.2,6.0,3.0,8.124342348832936,8.648323643489075,8.917575927979636,9.127022313657475
0.6,0.1,-3.0,0.6,1.8,1.65,0.22,6.0,3.0,8.122514780984794,8.647996937713184,8.91736893497999,9.126860804746885
0.6,0.1,-3.0,0.6,1.8,1.65,0.24,6.0,3.0,8.120599998352027,8.647645588832846,8.917148877549968,9.126690136013682
0.6,0.1,-3.0,0.6,1.8,1.7,0.2,6.0,3.0,8.126215732175458,8.648649557723417,8.917785376882096,9.127186733043082
0.6,0.1,-3.0,0.6,1.8,1.7,0.22,6.0,3.0,8.124479032133724,8.648347732065396,8.917591298363593,9.127034345392012
0.6,0.1,-3.0,0.6,1.8,1.7,0.24,6.0,3.0,8.122658042420488,8.64802285603704,8.917385264326585,9.126873510981708
0.6,0.1,-3.0,0.6,1.85,1.6,0.2,6.0,3.0,8.121391134548661,8.647773673565032,8.917225372587973,9.126749870260337
0.6,0.1,-3.0,0.6,1.85,1.6,0.22,6.0,3.0,8.119410906393679,8.64741014815942,8.916997863143655,9.12657352598895
0.6,0.1,-3.0,0.6,1.85,1.6,0.24,6.0,3.0,8.117337525712093,8.647019704239375,8.916755729020931,9.126386963910802
0.6,0.1,-3.0,0.6,1.85,1.65,0.2,6.0,3.0,8.123483339511706,8.648147422066938,8.917462099850459,9.126934528916596
0.6,0.1,-3.0,0.6,1.85,1.65,0.22,6.0,3.0,8.121603114383483,8.647812030409195,8.917249521765692,9.126768651962777
0.6,0.1,-3.0,0.6,1.85,1.65,0.24,6.0,3.0,8.119632942063609,8.647451372006058,8.917023550285624,9.12659338346947
0.6,0.1,-3.0,0.6,1.85,1.7,0.2,6.0,3.0,8.125410496629476,8.648482032943072,8.917677222383803,9.12710340967612
0.6,0.1,-3.0,0.6,1.85,1.7,0.22,6.0,3.0,8.123623953045353,8.64817215228491,8.917477885828163,9.126946886631018
0.6,0.1,-3.0,0.6,1.85,1.7,0.24,6.0,3.0,8.12175051085829,8.647838636725254,8.91726629092315,9.126781701310694
0.6,0.1,-3.0,0.6,1.9,1.6,0.2,6.0,3.0,8.120472860825869,8.64758784870489,8.917105367530288,9.126657265596595
0.6,0.1,-3.0,0.6,1.9,1.6,0.22,6.0,3.0,8.118436818046012,8.647214966493438,8.916871916636662,9.126476302402402
0.6,0.1,-3.0,0.6,1.9,1.6,0.24,6.0,3.0,8.116304736863215,8.646814505925398,8.916623485785069,9.126284872732418
0.6,0.1,-3.0,0.6,1.9,1.65,0.2,6.0,3.0,8.122623783312637,8.647971252370043,8.917348303663154,9.126846779261266
0.6,0.1,-3.0,0.6,1.9,1.65,0.22,6.0,3.0,8.120690801520837,8.647627194711502,8.9171301488313,9.126676540256243
0.6,0.1,-3.0,0.6,1.9,1.65,0.24,6.0,3.0,8.118665123915662,8.64725724983903,8.91689827336883,9.126496679136741
0.6,0.1,-3.0,0.6,1.9,1.7,0.2,6.0,3.0,8.124604805444585,8.648314541729778,8.917569092526833,9.127020116020566
0.6,0.1,-3.0,0.6,1.9,1.7,0.22,6.0,3.0,8.122768334094491,8.647996622827971,8.917364504659782,9.126859462535105
0.6,0.1,-3.0,0.6,1.9,1.7,0.24,6.0,3.0,8.12084234120582,8.647654487385495,8.917147357101692,9.12668993222156
0.6,0.15,-3.0,0.4,1.8,1.6,0.2,6.0,3.0,8.43205337658857,8.903295728439707,9.208193492603728,9.465304842330086
0.6,0.15,-3.0,0.4,1.8,1.6,0.22,6.0,3.0,8.430608465635553,8.90284909099863,9.20790328065179,9.465097463246535
0.6,0.15,-3.0,0.4,1.8,1.6,0.24,6.0,3.0,8.429107931065733,8.902373072869576,9.207594810300467,9.464877886209385
0.6,0.15,-3.0,0.4,1.8,1.65,0.2,6.0,3.0,8.433593172218417,8.90375847549418,9.208495638841015,9.465521714537688
0.6,0.15,-3.0,0.4,1.8,1.65,0.22,6.0,3.0,8.432208758895023,8.903343052154424,9.208224311041329,9.465326915647072
0.6,0.15,-3.0,0.4,1.8,1.65,0.24,6.0,3.0,8.430769893816628,8.902899571038098,9.207936032461596,9.465120825538806
0.6,0.15,-3.0,0.4,1.8,1.7,0.2,6.0,3.0,8.435024121360522,8.904175843939063,9.208770142560228,9.465719700267403
0.6,0.15,-3.0,0.4,1.8,1.7,0.22,6.0,3.0,8.433697162788446,8.90378922271574,9.208515787468581,9.465536214795236
0.6,0.15,-3.0,0.4,1.8,1.7,0.24,6.0,3.0,8.432316883488907,8.903375900690463,9.208245712334662,9.465342250155086
0.6,0.15,-3.0,0.4,1.85,1.6,0.2,6.0,3.0,8.431283363151712,8.903076665833016,9.208045470007642,9.465197991099597
0.6,0.15,-3.0,0.4,1.85,1.6,0.22,6.0,3.0,8.429795952295333,8.90261809481094,9.207747453886771,9.464984972212568
0.6,0.15,-3.0,0.4,1.85,1.6,0.24,6.0,3.0,8.42825102825293,8.902129373848974,9.207430712203841,9.464759438491292
0.6,0.15,-3.0,0.4,1.85,1.65,0.2,6.0,3.0,8.432868197429201,8.90355179650646,9.208355766083578,9.465420775947267
0.6,0.15,-3.0,0.4,1.85,1.65,0.22,6.0,3.0,8.431443301961568,8.903125254986046,9.208077118534284,9.46522066552217
0.6,0.15,-3.0,0.4,1.85,1.65,0.24,6.0,3.0,8.429962140339851,8.90266992281804,9.207781085315654,9.465008969173525
0.6,0.15,-3.0,0.4,1.85,1.7,0.2,6.0,3.0,8.43434077891592,8.903980355577286,9.208637697120022,9.465624172360226
0.6,0.15,-3.0,0.4,1.85,1.7,0.22,6.0,3.0,8.432975220617934,8.903583367385984,9.20837645911778,9.465435672060478
0.6,0.15,-3.0,0.4,1.85,1.7,0.24,6.0,3.0,8.43155459569345,8.903158982018306,9.208099096422815,9.465236417715179
0.6,0.15,-3.0,0.4,1.9,1.6,0.2,6.0,3.0,8.430512592575566,8.902857732322527,9.207897516584865,9.46509116950529
0.6,0.15,-3.0,0.4,1.9,1.6,0.22,6.0,3.0,8.428982556066618,8.90238725305065,9.207591709672968,9.464872516961853
0.6,0.15,-3.0,0.4,1.9,1.6,0.24,6.0,3.0,8.427393098342245,8.901885857295255,9.207266712152935,9.464641033828832
0.6,0.15,-3.0,0.4,1.9,1.65,0.2,6.0,3.0,8.432142586001886,8.903345221578462,9.208215949881467,9.465319861311368
0.6,0.15,-3.0,0.4,1.9,1.65,0.22,6.0,3.0,8.430677100669863,8.902907584293258,9.20792999385081,9.465114444418392
0.6,0.15,-3.0,0.4,1.9,1.65,0.24,6.0,3.0,8.429153518651072,8.90244042611137,9.207626219151454,9.464897147861604
0.6,0.15,-3.0,0.4,1.9,1.7,0.2,6.0,3.0,8.433656899926978,8.903784949950907,9.208505297984715,9.465528663881654
0.6,0.15,-3.0,0.4,1.9,1.7,0.22,6.0,3.0,8.432252649461976,8.903377614501693,9.208237186529702,9.465335152928127
0.6,0.15,-3.0,0.4,1.9,1.7,0.24,6.0,3.0,8.430791572350158,8.902942188010353,9.207952547405934,9.465130613876285
0.6,0.15,-3.0,0.5,1.8,1.6,0.2,6.0,3.0,8.309906421384456,8.843556787865007,9.163346892653214,9.430019954541311
0.6,0.15,-3.0,0.5,1.8,1.6,0.22,6.0,3.0,8.308167108711126,8.84313238206253,9.163073818278397,9.42981863166199
0.6,0.15,-3.0,0.5,1.8,1.6,0.24,6.0,3.0,8.306352294662044,8.842677785248119,9.162783748606259,9.429605758905842
0.6,0.15,-3.0,0.5,1.8,1.65,0.2,6.0,3.0,8.311750731791301,8.843994395705863,9.16363156419563,9.430230842841729
0.6,0.15,-3.0,0.5,1.8,1.65,0.22,6.0,3.0,8.310092969886936,8.843601637305406,9.163375908193466,9.430041401473527
0.6,0.15,-3.0,0.5,1.8,1.65,0.24,6.0,3.0,8.308361833997468,8.843180452092712,9.163104624414641,9.429841297159616
0.6,0.15,-3.0,0.5,1.8,1.7,0.2,6.0,3.0,8.313455818165206,8.844387371750802,9.163890694316498,9.430423726676953
0.6,0.15,-3.0,0.5,1.8,1.7,0.22,6.0,3.0,8.311874935959242,8.84402339964914,9.163650565912548,9.430244957208767
0.6,0.15,-3.0,0.5,1.8,1.7,0.24,6.0,3.0,8.310222724541141,8.84363275522607,9.163396059882148,9.430056303041265
0.6,0.15,-3.0,0.5,1.85,1.6,0.2,6.0,3.0,8.309042436825191,8.843338835224925,9.163202440070721,9.429913459893442
0.6,0.15,-3.0,0.5,1.85,1.6,0.22,6.0,3.0,8.307252582896815,8.842903122028977,9.162921999940504,9.42970663089817
0.6,0.15,-3.0,0.5,1.85,1.6,0.24,6.0,3.0,8.305384782552155,8.842436443687491,9.162624132908919,9.429487950347685
0.6,0.15,-3.0,0.5,1.85,1.65,0.2,6.0,3.0,8.310940093349817,8.843788135342084,9.163494817032252,9.430130129465002
0.6,0.15,-3.0,0.5,1.85,1.65,0.22,6.0,3.0,8.309234392516533,8.843384881351046,9.163232239732354,9.429935494146024
0.6,0.15,-3.0,0.5,1.85,1.65,0.24,6.0,3.0,8.307452978068486,8.842952471334975,9.162953635782058,9.429729915642415
0.6,0.15,-3.0,0.5,1.85,1.7,0.2,6.0,3.0,8.312694283698258,8.844191644132342,9.163760985369105,9.430328312524303
0.6,0.15,-3.0,0.5,1.85,1.7,0.22,6.0,3.0,8.311067881268169,8.843817915542614,9.163514334070326,9.430144631241053
0.6,0.15,-3.0,0.5,1.85,1.7,0.24,6.0,3.0,8.309367906641697,8.843416829778937,9.163252936172086,9.429950803876542
0.6,0.15,-3.0,0.5,1.9,1.6,0.2,6.0,3.0,8.308177781171166,8.843120976934786,9.163058038636928,9.429806980394615
0.6,0.15,-3.0,0.5,1.9,1.6,0.22,6.0,3.0,8.306337268327514,8.84267398144692,9.162770243999296,9.429594649619116
0.6,0.15,-3.0,0.5,1.9,1.6,0.24,6.0,3.0,8.304416345637831,8.84219525015612,9.162464592946458,9.429370166585757
0.6,0.15,-3.0,0.5,1.9,1.65,0.2,6.0,3.0,8.310128895575675,8.84358194526326,9.163358110676327,9.43002942737969
0.6,0.15,-3.0,0.5,1.9,1.65,0.22,6.0,3.0,8.308375155953957,8.843168217191408,9.16308862130069,9.429829601544535
0.6,0.15,-3.0,0.5,1.9,1.65,0.24,6.0,3.0,8.306543347166315,8.842724607105303,9.162802708213281,9.429618553091496
0.6,0.15,-3.0,0.5,1.9,1.7,0.2,6.0,3.0,8.311932281876455,8.843995966970283,9.163631309057301,9.430232906714851
0.6,0.15,-3.0,0.5,1.9,1.7,0.22,6.0,3.0,8.310260274305744,8.843612500197239,9.163378142396484,9.430044316331097
0.6,0.15,-3.0,0.5,1.9,1.7,0.24,6.0,3.0,8.308512437748513,8.843200994365167,9.16310986172283,9.429845319145322
0.6,0.15,-3.0,0.6,1.8,1.6,0.2,6.0,3.0,8.173309126895802,8.781518086686434,9.117846074608964,9.393892223102108
0.6,0.15,-3.0,0.6,1.8,1.6,0.22,6.0,3.0,8.17127137008884,8.781122402306961,9.11758896501891,9.393694151753607
0.6,0.15,-3.0,0.6,1.8,1.6,0.24,6.0,3.0,8.169136337484192,8.780697056094747,9.117316488450802,9.39348515607252
0.6,0.15,-3.0,0.6,1.8,1.65,0.2,6.0,3.0,8.175460469891718,8.781924860304509,9.118114903366951,9.394100174031156
0.6,0.15,-3.0,0.6,1.8,1.65,0.22,6.0,3.0,8.173527179052355,8.78155982856742,9.117873434873797,9.3939133489034
0.6,0.15,-3.0,0.6,1.8,1.65,0.24,6.0,3.0,8.171499925439543,8.78116728471289,9.117617937940027,9.393716430310159
0.6,0.15,-3.0,0.6,1.8,1.7,0.2,6.0,3.0,8.177440402974675,8.78228935811942,9.11836048050065,9.394290812282145
0.6,0.15,-3.0,0.6,1.8,1.7,0.22,6.0,3.0,8.175604991786411,8.781951783966235,9.118132881262898,9.394114109603793
0.6,0.15,-3.0,0.6,1.8,1.7,0.24,6.0,3.0,8.173678787500648,8.78158878280341,9.11789244203374,9.393928030285627
0.6,0.15,-3.0,0.6,1.85,1.6,0.2,6.0,3.0,8.172355157094707,8.78129905589242,9.117704120444227,9.39378450948521
0.6,0.15,-3.0,0.6,1.85,1.6,0.22,6.0,3.0,8.170258788516245,8.780892807018452,9.117440037086743,9.393580993716018
0.6,0.15,-3.0,0.6,1.85,1.6,0.24,6.0,3.0,8.168062108011734,8.780456145044873,9.117160196783471,9.39336626612347
0.6,0.15,-3.0,0.6,1.85,1.65,0.2,6.0,3.0,8.174568148614696,8.781716732617056,9.117980266880956,9.393998188142112
0.6,0.15,-3.0,0.6,1.85,1.65,0.22,6.0,3.0,8.172579468309742,8.78134191455242,9.117732224263559,9.393806216636886
0.6,0.15,-3.0,0.6,1.85,1.65,0.24,6.0,3.0,8.170493928655143,8.780938885839623,9.11746979463203,9.393603884072913
0.6,0.15,-3.0,0.6,1.85,1.7,0.2,6.0,3.0,8.176604619047415,8.78209104108729,9.118232551367305,9.394194086844902
0.6,0.15,-3.0,0.6,1.85,1.7,0.22,6.0,3.0,8.17471680370091,8.781744379576612,9.117998735079679,9.394012507955718
0.6,0.15,-3.0,0.6,1.85,1.7,0.24,6.0,3.0,8.172735427161692,8.781371643710617,9.117751748132491,9.393821302102062
0.6,0.15,-3.0,0.6,1.9,1.6,0.2,6.0,3.0,8.17140061495788,8.781080071098685,9.117562199105869,9.393676801270223
0.6,0.15,-3.0,0.6,1.9,1.6,0.22,6.0,3.0,8.169245529018808,8.780663279485283,9.117291150464911,9.393467843940142
0.6,0.15,-3.0,0.6,1.9,1.6,0.24,6.0,3.0,8.166987077524016,8.780215327287067,9.117003956781724,9.393247388097466
0.6,0.15,-3.0,0.6,1.9,1.65,0.2,6.0,3.0,8.173675354430893,8.781508630799605,9.117845655670468,9.393896205236812
0.6,0.15,-3.0,0.6,1.9,1.65,0.22,6.0,3.0,8.17163119586314,8.781124044363715,9.117591045649641,9.39369908949931
0.6,0.15,-3.0,0.6,1.9,1.65,0.24,6.0,3.0,8.169487266357727,8.780710552153144,9.117321691616077,9.393491345746982
0.6,0.15,-3.0,0.6,1.9,1.7,0.2,6.0,3.0,8.17576844329722,8.781892734015354,9.118104641755702,9.394097362654161
0.6,0.15,-3.0,0.6,1.9,1.7,0.22,6.0,3.0,8.17382814895896,8.781536999810438,9.117864613714193,9.393910909147468
0.6,0.15,-3.0,0.6,1.9,1.7,0.24,6.0,3.0,8.171791512436183,8.781154546950278,9.117611085659698,9.39371457886093
0.6,0.2,-3.0,0.4,1.8,1.6,0.2,6.0,3.0,8.491347120117862,9.036267858601137,9.398816917259895,9.719543236219236
0.6,0.2,-3.0,0.4,1.8,1.6,0.22,6.0,3.0,8.48977071656812,9.035787712073988,9.398504181559382,9.719281386107625
0.6,0.2,-3.0,0.4,1.8,1.6,0.24,6.0,3.0,8.488131638975503,9.035274588174516,9.398172430049202,9.719004559490855
0.6,0.2,-3.0,0.4,1.8,1.65,0.2,6.0,3.0,8.493024771751323,9.036764141493661,9.399143349099903,9.719817521050233
0.6,0.2,-3.0,0.4,1.8,1.65,0.22,6.0,3.0,8.491516523476749,9.036318663909194,9.39885017046329,9.71957113171759
0.6,0.2,-3.0,0.4,1.8,1.65,0.24,6.0,3.0,8.489946931841951,9.035842040658821,9.398539441697302,9.719310864643324
0.6,0.2,-3.0,0.4,1.8,1.7,0.2,6.0,3.0,8.494581529742062,9.037210927616707,9.399440819538368,9.720068329718117
0.6,0.2,-3.0,0.4,1.8,1.7,0.22,6.0,3.0,8.493137982429099,9.036797079716772,9.399165152358956,9.71983587670406
0.6,0.2,-3.0,0.4,1.8,1.7,0.24,6.0,3.0,8.491634390615632,9.0363539217589,9.398873267851368,9.719590513757174
0.6,0.2,-3.0,0.4,1.85,1.6,0.2,6.0,3.0,8.49053094809306,9.036023888246403,9.39865393032027,9.71940623768282
0.6,0.2,-3.0,0.4,1.85,1.6,0.22,6.0,3.0,8.488908592475157,9.03553086793919,9.398332717169229,9.719137179373076
0.6,0.2,-3.0,0.4,1.85,1.6,0.24,6.0,3.0,8.487221492603089,9.035004011236728,9.397991997741617,9.718852745479953
0.6,0.2,-3.0,0.4,1.85,1.65,0.2,6.0,3.0,8.492257262962184,9.036533506338978,9.398989235976952,9.719688085454118
0.6,0.2,-3.0,0.4,1.85,1.65,0.22,6.0,3.0,8.490705276337959,9.036076057272115,9.398688086307144,9.71943490178307
0.6,0.2,-3.0,0.4,1.85,1.65,0.24,6.0,3.0,8.489089955606596,9.03558665196645,9.398368931958219,9.719167468794446
0.6,0.2,-3.0,0.4,1.85,1.7,0.2,6.0,3.0,8.49385896679049,9.036992327175138,9.399294815508688,9.71994582020637
0.6,0.2,-3.0,0.4,1.85,1.7,0.22,6.0,3.0,8.4923737488993,9.03656733078072,9.399011632865765,9.719706947670417
0.6,0.2,-3.0,0.4,1.85,1.7,0.24,6.0,3.0,8.490826568619816,9.0361122616966,9.398711810918268,9.71945481793105
0.6,0.2,-3.0,0.4,1.9,1.6,0.2,6.0,3.0,8.489714109631892,9.035780018954734,9.398490993549828,9.719269243001373
0.6,0.2,-3.0,0.4,1.9,1.6,0.22,6.0,3.0,8.488045686999403,9.03527414940591,9.398161313783355,9.718992979931791
0.6,0.2,-3.0,0.4,1.9,1.6,0.24,6.0,3.0,8.48631043232884,9.034733587606123,9.397811639244788,9.718700943093117
0.6,0.2,-3.0,0.4,1.9,1.65,0.2,6.0,3.0,8.491489197256751,9.036302948524222,9.398835163024591,9.71955865076276
0.6,0.2,-3.0,0.4,1.9,1.65,0.22,6.0,3.0,8.489893374410192,9.035833549188833,9.398526051240047,9.719298675371567
0.6,0.2,-3.0,0.4,1.9,1.65,0.24,6.0,3.0,8.488232211435202,9.035331386027812,9.398198481941018,9.719024079820617
0.6,0.2,-3.0,0.4,1.9,1.7,0.2,6.0,3.0,8.493135937339021,9.036773784359044,9.399148843710183,9.719823309449735
0.6,0.2,-3.0,0.4,1.9,1.7,0.22,6.0,3.0,8.491608965385042,9.036337657675263,9.398858152922477,9.719578019365802
0.6,0.2,-3.0,0.4,1.9,1.7,0.24,6.0,3.0,8.490018099859881,9.035870698457067,9.398550402331674,9.719319125402674
0.6,0.2,-3.0,0.5,1.8,1.6,0.2,6.0,3.0,8.363766793331651,8.971477628284903,9.350357757280651,9.677585923755721
0.6,0.2,-3.0,0.5,1.8,1.6,0.22,6.0,3.0,8.36191186675789,8.971021687229644,9.35005800806671,9.677323024771567
0.6,0.2,-3.0,0.5,1.8,1.6,0.24,6.0,3.0,8.359974569332868,8.97053276678872,9.349740526541515,9.677045478200766
0.6,0.2,-3.0,0.5,1.8,1.65,0.2,6.0,3.0,8.365731607106387,8.971947506237148,9.350671267201541,9.677861708664548
0.6,0.2,-3.0,0.5,1.8,1.65,0.22,6.0,3.0,8.36396563168463,8.971525791139253,9.350389662034628,9.6776139528452
